raw_text,severity,binary_label
"Wer mit dem Begriff #rapefugees Hetze gleichsetzt,will einfach nur Realität verdrängen oder bewusst totschweigen! #SolidaritätmitKolja",1.0,True
Einweisung in die Psychatrie,0.5,True
sind Politiker in einem weltweiten Verbrecher syndikat,0.5,True
"einfach etwas schreiben sagt alles ,, Lügenpresse",0.5,True
Frauen die sich nicht freiwillig von Flüchtlingen ficken lassen sind sind ein Verstoß gegen die Menschenwürde. #Hungerstreik #Rapefugees,1.0,True
#Griechenland #Grenze #Mazedonien man muß diesen #radikalen #Migranten klar machen:sie sind keine Flüchtlinge mehr #Krimigranten #rapefugees,0.5,True
"Zwei Dutzend Männer"""" eine übliche Anzahl für muslimische rape gangs über ungläubige Schlampen herzufallen.#rapejihad #rotherham #rapefugees",1.0,True
Das ist der grund warum Diplomatische imunität im eigenen Land nicht rechtens ist. So könnte man den trottel wo so mit steuergelder rum schmeisst vor einen Richter stellen,0.5,True
Warum sollten weibliche #Eindringlinge eigentlich in Ordnung sein? Irgendjemand muss die Brut doch aufgezogen haben. #rapefugees,0.5,True
der gehört an die nächste Laterne geknüpft !,1.0,True
"Tschuldigung nicht Köpfe ab...Steinigt sie aber ganz langsam,es sind nur Tiere,ich Hasse Asylanten....",1.0,True
gleich an die wand stellen und erschiessen..,1.0,True
Wenn ich das fiese Gesicht von Gysi schon sehe wird mir schlecht. Ich zähle die Roth und Hofreiter dazu.,0.5,True
hoffentlich verreckt er der facharbeiter,1.0,True
"früher wurden denen die Hände abgehackt,das waren noch Zeiten,jetzt werden diese gestreichelt",1.0,True
Nächste woche sinds 10000 pegida und 30000 zecken.....es geht dem ende zu.,0.5,True
"Frauen u Christen bekommen Extraunterkünfte, um sie vor den #Asylanten zu schützen.U wer schützt die Deutschen wenn die rausgekommen?",1.0,True
#Rosenmontag in Mainz und Nordafrikadüsseldorf abgesagt. Hat aber nichts mit #rapefugees zu tun.,1.0,True
"Eine alte Schachtel zeigt freundliches Gesicht,damit Horden von #Rapefugees ihre hässlichen Gesichter -oder andere Körperteile- zeigen.#Kiel",0.5,True
"Die Tussi war voll naiv. Nimmt südländische Männer im Auto über die Grenze, wundert sich dann das es illegale #Asylanten sind. #Domian",0.5,True
"Dürfen in Stuttgart """"#Flüchtlinge"""" und """"#Rapefugees"""" immer noch kostenlos ins Stadion? ;-)) #VfBBVB",0.5,True
Ach das is doch alles nur doof gequatsche damit die afd nicht gewählt wird und das hässliche Monster namens Merkel weiter an der Macht bleibt.!,1.0,True
"alles andere hätte mich auch gewundert, ein Sauhaufen sonders gleichen, ich hatte wirklich geglaubt das dieses nicht mehr möglich ist. Aber es wird ja erst seit 20 Jahren auf diese Art und Weise betrogen und so schnell kann unsere Regierung nun wirklich nicht reagieren.",0.5,True
Solche Heuchler.,0.5,True
Neu-Aleppo???Hier brauchts was ganz anderes in dem Land?in die Wüste mit dem Pack...,0.5,True
"#Diebstahl,#Einbruch,#sexuelle Übergriffe v. #Migranten -wird #verschwiegen,nicht #bestraft -bei #Scharia wird bei Diebstahl Hand abschlagen",0.5,True
"Sind die in Berlin und deren Arschkriecher wirklich so verblödet und wollen nicht wissen, was da auf uns zukommt",1.0,True
Denn sollte Mann kastrieren und das ohne betäubung.,1.0,True
ihr scheiss nazis,1.0,True
So viel Gesindel bei uns. Mir tut er nicht Leid.,1.0,True
Da zieht der Dicke lieber den Schwanz ein,0.5,True
"das ist ok. raus mit dem pack aus europa. wenn sie sich nicht unserer kultur unterwerfen und nach unseren geseetzen leben, RAUS!",0.5,True
"Ihr Affen seit untergebildet 
Doch es reicht aus um mich beim schlagen eurer Väter zu filmen 
Ihr pedos",1.0,True
Das wird der Grünen Kinderfickerpartei bestimmt gefallen.,1.0,True
raus mit dem müll,1.0,True
Wir werden auf die warten.Wir wissen was man mit tollwütigen Hunden macht.no mercy...,0.5,True
Ihr seid einfach die Sorte von Menschen die alle in einen Sack packen man merkt innerlich in euch lebt der Adolf,0.5,True
"......klar , alle vernünftigen Länder bauen Zäune (Kroatien, Ungarn, Slowenien, Bulgarien)...WARUM SIND WIR ZU BLÖDE DAFÜR ???? Weil wir zuviele saublöde Politiker undn hirnlose Gutmenschen haben....",0.5,True
Die  Verbrecher  verschleudern  Deutschlands   Geld,0.5,True
Die pisskuh geht vorher,1.0,True
jeder muslim hartz4 zombie kriegt mindestens 10 kindern dass macht 10X 200euro kindergeld dann verdient dieser hartz4 parasiten rund 2500euro in monat,0.5,True
Ich würde gern mal eine #Sondersendung zur täglichen #Inländerfeindlichkeit sehen. #refugeesnotwelcome #brdregime #volksverräter #unrecht,0.5,True
Kinderficker...,1.0,True
Diese Verbrecher gehören vor ein nationales Gericht und sollen für ihre Überheblichkeit und Verantwortungslosigkeit bis ans Ende ihrer Tage weggesperrt werden.,0.5,True
"d56f61b898b6244a.Du bekommst den Friedensnobelpreis. Und wirdst Mutter Theresa. Du hast nichst verstandenDeine Bekannten,Freunde,Kollegen schon! Bleib weiter dämlich!",1.0,True
"""Rübe ab"" wäre da die beste Resozialisierung!",1.0,True
"????
Was für hurensöhne",1.0,True
"Kann man mal den Jan Böhmermann auf seiner Facebook Seite mitteilen, dass er ein Idiot ist, der von der ZDF Lügenpresse finanziert wird. http://www.oe24.at/.../Shitstorm-All-Felix.../221521487",0.5,True
schwanz ab und zu fressen geben.,1.0,True
R A U S mit dem P A C K,0.5,True
"Die UNO ist eine korrupte Kasperletruppe, die von afrikanischen Diktatoren dominiert wird. Tschechien Vorwürfe machen, aber Saudi Arabien hat aktuell den Vorsitz der UNO-Menschenrechtskommission! Lächerlich.",0.5,True
Wir nennen sie nicht umsonst Lügenmedien (das andere Wort ist ja rechts) !,0.5,True
"Dreckschweine....!Und sie werden noch in Watte gepackt! Ja Fr.Merkel""Scheisse wenn man sein Eigenes Volk Hasst""!!!",1.0,True
Einer der wenigen mit klarem verstand. Alle die solche Masseneinwanderungen verteidigen gehören wenns hart auf hart kommt als Kanonenfutter vorgeschickt !!!,0.5,True
Das tut mir leid um die zwei.Es hätte einige Politiker treffen müssen die dafür verantwortlich sind das das Gesocks überhaupt nach Europa kommt.,1.0,True
"Wie kann ich, wenn ALLE gegen mich sind, von denen verlangen, dass sie tun, was ICH will? #Merkel2016 * Europäische Lösung, #Asylanten #Asyl",0.5,True
"Alles unglaublich, die Asylanten machen noch nicht mal halt, wenn ein Säugling bei ist. Pfui. Merkel, du Misststück, findest du es schön?",1.0,True
da stürzt sich die lügenpresse drauf.....gefundenes fressen....aber wenn ein 13 jähriges mädchen stundenlang von den wilden vergewaltigt wird .......pfui deibel,0.5,True
Mischen da irgendwelche finstere Mächte LSD ins Trinkwasser? Anders kann ich mir diesen schizophrenen Blödsinn gewisser Vögelchen nicht mehr erklären..,0.5,True
#rapefugees in der Siedlung? #hartzundherzlich,1.0,True
Gerüchten zufolge finden sich in den Netzen der Fischer im #Mittelmeer  inzwischen mehr Pässe als Fische!?? #Flüchtlinge #Asylanten #Merkel,0.5,True
ja und in drei jahren stellt im ein sogenannter psychologe eine freifahrtschein und er kann wieder durch drehen. sowas wegsperren und zubetonieren,1.0,True
"Merkel sind KINDERN egal.100,000 BABIES ermordet Merkel jedes jahr mit ihre heuchlerisch katholische Babymorder Partei",1.0,True
"Alle Deutsch-Analphabeten die in der Geburtslotterie die Super 6 gezogen haben und denken sie würden Deutschland was bringen. Peinlich seid ihr, ich kenn viele Syrer die besser Deutsch können als ihr.",0.5,True
Diese Nestbeschmutzer- Brut!?,0.5,True
"#Hoaxmap, weil #Rapefugees vergewaltigen auch manchmal niemand",1.0,True
"Wir Idioten zahlen das ja ,raus mit den Schmarotzern",1.0,True
Ihr nazis..traurig,1.0,True
So kennt man die Musels.Ist halt ein hinterhältiges Pack.,0.5,True
Das stimmt. ...ein schönes Familienbild......das auch alle glauben sollen......von wegen. .....die Wahrheit haben wir schon lange gewusst ihr dummen Politiker. .....!!!!!!!,0.5,True
ich sag es immer wieder raus aus deutschland mit dem dreckspack,1.0,True
"ich bin weit davon entfernt das Wort ""Lügenpresse"" zu benutzen. Aber hier trifft es leider zu 100% zu!",0.5,True
"Abartig ,widerwärtig.... Genauso abartig ist es einen Ziegenhirten, Kriegstreiber und nebenbei Kinderficker zu verherrlichen!!! Sollte eigentlich verboten werden",0.5,True
"Sofort an Ort und Stelle einfach versenken, wenn sich das rum spricht werden es auch nicht mehr so VIELE versuchen um nach Europa zu kommen.",1.0,True
"Lasst euch nicht unterkriegen, von solchen darmwürmer",1.0,True
vorwiegend Minderjährige....ich lach mich kaputt!Da ist kein einziger Minderjährig!Das wurde uns sugeriert von Idioten die ein Land in den Abgrund stürzen wollen!,1.0,True
"""Illegal"" die Wirklichkeit zu untersuchen: auf so eine perverse Unterdrückung spezialisierten sich früher besonders gut die Religioten aller Art, heute speziell noch die Moslems und unsere etablierten Politschweine in BRD und EU sowie ihre Lügenpresse.",0.5,True
Der Deutsche ist so krank im Kopf !,1.0,True
"Stellt doch bei der Bundeswehr ein Frauenregiment auf zum Kampf gegen diese Islamaffen. Wenn diesen Feiglingen eine Kompanie Walküren gegenübersteht und drauflosballert ist ganz schnell Schluss damit. Dann lernen die mit Sicherheit, Frauen zu respektieren",1.0,True
Ausländer sind alle Dreck,1.0,True
hoffentlich hat sie richtig feste zu getreten,1.0,True
"a witz,nach 5 draussen ! abartige justiz",1.0,True
Ich sag doch Lügen Presse.,0.5,True
Minderwertige Nutte!,1.0,True
"Warum ist #deutschland nicht solidarisch mit dem Rest von Europa? also, keine weiteren langzeitarbeitslosen oder vergewaltigenden #asylanten",0.5,True
"#Reker beugt sich #Islam und #Scharia, schafft für Frauen Sicherheitszonen (=Fluchtpunkte) """"#Flüchtlinge"""" #Köln #Massenvergewaltigungen",0.5,True
Wahnsinnigen und Dilettanten werden wir Regiert ...STIMMT.,0.5,True
Ich kann diese dummen und arroganten Fressen nicht mehr sehen wann sind die entlich weg,1.0,True
Gute #Opfer von #Krimigranten & #Rapefugees zeigen Straftaten nicht an. Das würde nur den #Rechten nützen. Nur als Tip für die #Gutmenschen.,0.5,True
schwanz an binten an ein dahrzeug  und  ab auf die autoban und  mit  200 auf der autoban fahren bis das scheiß dink abfelt,1.0,True
Es ist egal was für ein Mensch es war!!! Es hilft nur Kastration!!!,1.0,True
0487530cd0db9917 -.- das Zeckenpack sollte man direkt ausm Land verweisen und zwar ALLE .,1.0,True
Raus mit dem Rattenpack,1.0,True
das ist wie bei den kreuzzügen nur da haben die muselmanen eins auf die eier bekommen. man sollten denen bei der geburt die klöten gleich abschneiden,1.0,True
"Na gut, hab dann mal selber gegoogelt und bin drauf gekommen warum die Deppen von durchgezählt sich immer so krass verschätzen. 1,2 - 1,5 Personen pro Quadratmeter? Also 4 stehen da mindestens. Und nun Kopfrechnen für Dummies: 13000x4=??? Richtig, 52000  O.o",0.5,True
"das ist ja nichts neues mehr, deutsche gutmenschtrottel haben ja asylforderer schon direkt aus ungarn mit ihren privatautos abgehohlt, absolut  irre",1.0,True
das Dreckspack gehört sofort raus,1.0,True
"#Deutschland übt #Karneval nach den Regeln der #Scharia, weil da eh bald nur noch #Moslems feiern werden. Deutsche #Frauen aus Angst Zuhause",0.5,True
Ich bin mal echt gespannt was die BT Wahlen nächstes Jahr bringen...ich gehe davon aus das sich NICHTS ändert denn wir sind nichts weiter mehr als ein Volk der Maulhelden,0.5,True
"Politik ist eine Hure und die Politen sind die Sackwarzen die Uns so langsam jucken. Die meisten Deutschen sind Dünnscheißer und werden sich nicht bewegen so lange warmes Wasser aus den Hahn kommt.
Grüßen aus der Packstadt Heidenau ;-)",0.5,True
"Ich brauche einen Blog, glaube ich, 140 Zeichen sind zu wenig. Get rid of #Islam #Muslims #rapefugees",1.0,True
"Meine stimme würde er sofort bekommen als deutscher Bundeskanzler,und ich würde diesen Mann  blind folgen.orban sollte den Friedensnobelpreis bekommen und nicht die doofe Ost schlampe",1.0,True
"#Arschloch Ochsner redet die #Scharia schön, um Waffenexporte der #RUAG nach Saudi Arabien zu exportieren. Salzmann unterstützt. #srfarena",0.5,True
Gesindel.,0.5,True
Das Ferkel muss weg !!!!!!!!!!!!!!!!!!!! Mistst......................,1.0,True
Elendige Verbrecher??????,1.0,True
ich bin nach 45 geboren und ich schulde dem rest der welt einen scheissdreck!Wenn dieses dreckspack bei mir einbrechen würde-ich würde nicht die bullen rufen-aber die-garantiert!,1.0,True
Herrlich...wie auf der Kloschüssel...überall braune Kacke.,1.0,True
"Nicht mehr lange und die Politische Brut ist abgewählt.... 
Na dann können wir sie auf der Straße auch anspucken.... 
Dann erleben sie mal das leben ohne Boddygard",0.5,True
"zu blöd zum scheißen , kriegt auf einmal eine neue bedeutung !",0.5,True
"Frau Merkel und Politik Versager ich entziehe Ihnen mein Wort. Sie vertreten in meinem Land niemanden mehr. Volksentscheide und dann mit dem Mut der Vorfahren diese Wanderheuschrecken zurück zwingen.
Passt alle gut auf und Gruß aus der Packstadt Heidenau.",0.5,True
"der autofahre finanziert das doch gerne, auch der rentner verzichtet gerne nur das politikerpack die verzichten nicht auf ihre diäten-würde denen aber mal gut stehen etwas gewichtsverlust.",0.5,True
Wo ist der #aufschrei #ausgruenden #Belästigung von #Flüchtlingsfrauen in #Flüchtlingsheimen?  Könnt wohl nur #koelnhbf u #Rapefugees?  :'-(,1.0,True
schickt die zurück samt deren Familien weg mit dem Pack,0.5,True
Lügenpresse /-medien.......,0.5,True
da hilft nur eins die boote von unten anbohren. man die werden hier nicht gebraucht und nicht gewollt,0.5,True
"Was würden #Gutmenschen sagen, wenn Christen/Europäer massenweise nach Arabien einwandern würden? #Islamisierung",0.5,True
Könnten wir Schmarotzer und Kriminelle loswerden würde die #Asylanten-Schwemme auf beherrschbare Zahlen runtergehen.,1.0,True
"beachtlich, wieviel gutmenschen von einst mittlerweile die hosen gestrichen vollgeschissen haben vor angst vor #rapefugees #spielfeld",1.0,True
#rapefugees laufen sich langsam warm. Kölnerin wird von Flüchtling vergewaltigt. #Obergrenze #armlänge #alaaf #Karneval,1.0,True
"8b18e1ad78df178d, du Wichser, was willst du von mir? Ich lebe in einem freien Land und kann meine eigene Meinung sagen.",1.0,True
"diese Überbezahlten Polit Idioten gehören auch auf Elba ins Exil,oder besser  noch nach Guantanamo",1.0,True
"Das ist doch reine Augenwischerei was da veranstaltet wird. Wieso wird es dann auch gleich wieder auf nur bestimmte Straftaten eingeschränkt. Naja, das Kaspertheater was sich da Regierung nennt kann man langsam nicht mehr als zurechnungsfähig ansehen.",0.5,True
Schmarotzertreffen!,1.0,True
"Die Gutmenschen sagen ""Wir haben einen Fehler gemacht, wir geben es offen zu. Wir haben Mist gebaut"" und denken damit ist alles gut. Aber diese Idioten forderten den Rücktritt des LAGESO-Chefs. Ich hoffe die treten jetzt auch zurück!",1.0,True
Und was sind Flughäfen ? Ich habe gelernt das sind auch Grenzen !  und jhr seid für mich nur Sehr stark an Rechtsradikale angenähert Idioten,1.0,True
"#illner. erst hieß es, es kämen nur top Arbeitskräfte. jetzt lese ich NUR von wichsenden, vergewaltigenden, betrügenden #asylanten. #merkel",1.0,True
Alice Schwarzer ist genauso Dreck wie der IS,1.0,True
"Scheiß Lügenpresse! Wir sehen doch alle was in unserer Stadt herumläuft und wie sich diese Menschen verhalten. Also Dankbarkeit finde ich ist etwas ganz anderes.
IB Phalanx Meinungsteiler ^.^",1.0,True
"Was für ein Staatsoberhaupt! Ich wäre unglaublich stolz,ein Ungar zu sein. Faymann, du politischer Vollversager, nimm dir ein Beispiel an diesem Mann!",1.0,True
Das Bild mag zum Kotzen sein...Ihr aber auch!,0.5,True
Arbeitslager nach RUSSLAND oder wie in ihrer Heimat Hände ab,1.0,True
Nur pack macht sowas!,0.5,True
"Alle raus? Raus aus Deutschland? 
Dieser Vorfall war aber in Österreich, ihr Pappnasen!!",0.5,True
"Wie schön! Alle zerreissen sich das Maul und Angie freut sich darob tierisch!
SEID IHR BLÖD!
IHR LASST EUCH AUFHETZEN!",0.5,True
"Als wenn die Pfosten im Bundestag Volksentscheide auf Bundesebene einführen würden ???
Die haben ihre eigene Demokratie und denken sie wären das Volk!
Mutti wäre ausser sich wenn das Volk gegen sie entscheiden würden. ?",0.5,True
"Claudia #Roth: Wer Sex-Attacken von Asylanten anprangert, ist ein „geistiger Bruder“ der Täter! Fuck you from Switzerland! #asylanten #Grüne",0.5,True
"#Gutmenschen,die den #Islam unterstützen,werden sich noch wundern,wenn bald immer aggressiver die Barbarei der #Scharia in D gefordert wird.",0.5,True
"wenn's stimmt, Steinigen!",1.0,True
"von einem Turkmenen sexuell missbraucht, x-mal minderjährige Mädchen von #rapefugees sexuell belästigt. #Kiel 2016! #islam #sophienhof [2/2]",1.0,True
man sollte diese Fratzen schlachten...,1.0,True
"Frankreich ist ein terroristischer Staat seit mindestens 2011 !!!
http://www.voltairenet.org/article189298.html

daher http://tinyurl.com/qz8a59d teilen",0.5,True
"Danke Frau Merkel,für Ihre Facharbeiter,auch an alle blockierer der SPD,und den verblödeteten Grünen",0.5,True
"das volk bäumt sich bereits auf. nun sollten es auch die paar vernünftigen politiker tun und aus der koalition austreten, so dass neuwahlen erfolgen müssen. wenn nicht, sterben wir und die deutsche verbrecherische  regierung hat es geschafft, das deutsche volk abzuschaffen,.",0.5,True
Raus mit diesen elendigen Lebewesen! Aber vorher die Entfernung des Gemächtes!,1.0,True
"Lass sie doch die Zahlen halbieren dann kommt die Lügenpresse immer noch auf mind. 15000 Leute die demnächst jeden Montag in Dresden spatzieren gehen werden. Denn es ist soweit Patrioten nehmt eure Mitmenschen an die Hand und zeigt Ihnen, dass es um Europa geht!",0.5,True
Fickt euch ihr drecksfaschos,1.0,True
Jede Mülltonne hat mehr IQ,0.5,True
"Solange du Idiot solche Typen wie diesen dummen Türken sprechen lässt, muss ich daran zweifeln, dass du 8 Klassen hat!",1.0,True
"Der Islam, ist eine kranke Scheiße und Ahla, oder wie der genannt wird, gab es nie!",1.0,True
"Pornobilder und tote Kinder verstoßen nicht gegen die Gemeinschaftsstandarts, wie mir heute mitgeteilt wurde... was für eine verlogene, beschissene Brut! Meinungsfreiheit ade... Zensur hallo!!",1.0,True
"Schleichende #islamisierung """"aus Rücksicht""""kein Schweinefl. Was als nächstes? Frauen, Ungläubige verbannen?#Schweinefleischpflicht sinnvoll",1.0,True
"Die Lügen doch genau so wie unserer Regierung !! Die dürfen ja auch nur das senden, was von oben freigegeben wurde ! Lügen TV !!!",0.5,True
"tschechen, macht weiter so. verjagt das dreckspack wieder in die löscher zurück aus denen die gekrochen sind",1.0,True
"und wie immer bla bla bla. Nur Geschiebe und Lügen, bis nach der Wahl. Und dann wird die kriminelle Merkel ihr richtig wahres Teufels Gesicht zeigen. Und um dass den deutschen Bürgern zu ersparen wählen wir die AfD",0.5,True
"Klar , typisch Muslime  raus mit dem Pack !!",0.5,True
Verhaftungen von Vergewaltigern als Erfolg zu verkaufen ist das Aufmerksamkeitswinseln einer armseligen Behörde. #Polizei #Köln #Rapefugees,1.0,True
https://www.youtube.com/watch?v=q15qLdQ9bNM Fickt euch ihr Drecksfaschos,1.0,True
"Ich hätte ja diesen Beitrag gern gelesen, aber da ist so ein ultra-linker Mist drübergeblendet !",0.5,True
"Lügenmedien gehören vor Gericht, sie machen sich mitschuldig.",0.5,True
"die dreckschweine habens auf unsere Frauen abgesehen es geht erst richtig los

http://www.pz-news.de/region_artikel,-Gruppe-von-fuenf-Maennern-hindert-junge-Autofahrerin-an-Weiterfahrt-_dossier,-Blaulicht-_arid,1073415_dossierid,527.html",1.0,True
"was für  eine Schweinerei von der Presse.Die kriegen auch ihre Strafe,durch ihre unwarheiten die sie immer wieder verbreiten. Diese Zeitschriften dürfte keiner mehr kaufen.",0.5,True
"Wir haben das moralische Recht, wir haben die Pflicht unserem Volk gegenüber, das zu tun, dieses Volk, das uns umbringen wollte, umzubringen.",1.0,True
"02ab63aad79877f5  Von so einem ""Lappen"" soll man Angst haben. 
 Du könntest nicht mal in einem Hasenstall Panik auslösen, du kleiner Stricher.",1.0,True
"#Kiel Wer jetzt immer noch die Blockparteien wählt, macht sich mitschuldig an kommenden Verbrechen!!!!!! #abmerkeln #rapefugees #AFD wählen!",0.5,True
Deutschland das dümmste Land mit Merkel und Co.........Dümmer geht es gar ned mehr-.,0.5,True
Ab nach Syrien... Du Pfeife!!!!!!!!!!!!!!!,0.5,True
"Jaaaaaa. Bitte mehr!! Mein geld reicht noch bis zum 20ten des monats, dann muss ich erst organisieren wie meine lieben was bekommen!!! Gibt ja keine deutschen die hilfe nötig hätten!!! Immer so weiter angie? fick dich!! Nächstes jahr biste widda weg",1.0,True
solange die sich gegenseitig abstechen läuft es doch besser als man es sich wünschen kann,1.0,True
jagt dieses Dreckspack raus.,1.0,True
"Todesstrafe wäre besser,sollte wieder eigeführt werden,",0.5,True
Totesstrafe !!! Und zwar sofort ‼️‼️‼️‼️,1.0,True
"Strohdoof. Und lernen nix dazu. Warum nicht noch gleich nen kleines Lager für Kinderbräute? So mit ""freier Auswahl"" ?? *sarkasmusoff*  Vollpfosten. Und der Ideenbringer dieses Projekts: ....naja.....da halt ich mal lieber die Klappe, sonst bin ich eh wieder mal braun und rechts veranlagt.",1.0,True
#cdu kapiert es nicht! Alle in europa ausser cdu von #merkel wollen keine #asylanten. sichert die aussengrenze oder EU und merkel sind tot,1.0,True
Wo ist das Problem? Für Moslems ist es doch schon legal... #MakeRapeLegal #rapefugees,0.5,True
"Was PEGIDA und das Deutsche Volk immer sagt, LÜGENPRESSE",0.5,True
"Dieses perversen Kinderficker machen wirklich vor nichts halt,alles im Namen Allahs.",1.0,True
an Ort und Stelle hinrichten,1.0,True
Wann stoppen #Faymann #SPÖ und #Mikl-Leitner #ÖVP endlich das Durchwinken und Weiterschicken von #Asylanten und #Wirtschaftsflüchtlingen?,0.5,True
"Und diese 80% Abschaum gehören sofort zurück geschickt. Wenn es den Kriege gäbe in diesen Ländern aus denen diese ""schmarotzenden Asylanten"" hier einfallen, wäre es deren Pflicht für ihr Land und ihre Sicherheit zu kämpfen.",1.0,True
"Weg mit der Beatrix von Storch,da muss man ja Kotzen",0.5,True
"Kaum kommen weniger #Invasoren über die Balkanroute, schon dürfen 10 Mio #Muslime aus der Türkei ohne Visum rein in die EU. #Islamisierung",0.5,True
selbst wenn die abgeschoben werden können die immer noch menschen schaden die müssen für  immer weg gesperrt werden damit die Leute vor solchen Mist Kerle  geschützt sind,0.5,True
"Einen Schuss ins Knie, laufe um dein Leben!",1.0,True
Stellt Lügenpresse eigentl schon Überlegungen in München an zur Nacktbadesaison an der Isar und Flüchtlinge Primaten? HAHAHAHA #rapefugees,1.0,True
Drecks pack. ...,1.0,True
"und dann kommt der lala doktor, der befindet das dieser abfall eine schwere kindheit hatte was dann alles erklärt, also ab mit denen im 3 sterne hotel financiert vom arbeitgender ehrlicher bürger. meine meinung.... in ein säurebad mit dem dreck.",1.0,True
"Lügenmedien.  Alle vor Gericht stellen.  Für so einen Schwindel soll man dann noch 17,50 im Monat bezahlen.",0.5,True
"Zu dumm zum schei.....en!!!ich glaube es einfach nicht...das bekommt sogar eine dreijährige hin sich auf den Deckel zu setzen.kultur hin oder her haben die keinen Lernprozess im Oberstübchen??
Wird immer besser!",0.5,True
"Ich finde 10 Jahre und die Hand abhacken die ,die führhand ist...wie in Arabien....",1.0,True
#Arabisch als Schulsprache - #Islamisierung #Deutschlands in vollem Gange,0.5,True
Drecks pack,1.0,True
hoffentlich tut es ihm ordentlich weh !!!,0.5,True
"Vorhin habe ich gelesen, dass er vorher schon wegen sexuellem Missbrauch an einer 5 jährigen aufgefallen ist... Frage an das System :WIESO laufen solche Dreckschweine frei rum???",1.0,True
"Notiere willkommen im Irrenhaus ""Deutschland"" .... blöd , blöder , am deutschersten ???",0.5,True
Meine hochachtung Fr.Petry  sie sprechen mir aus der seele auch wenn sie sich den zorn der kabinettaffen von CDU  SPD  UN DEN GRÜNEN Auf sich ziehen sie wären die richtige Representantin die unseren Lande zu Gesicht stehen würde   !!!!!!!!,0.5,True
Ich habe schon so oft gepostet jagen wir diese unverschämten Politiker mit Anhang und die die zu unrecht da sind aus dem Land,0.5,True
"Das widerliche hat unsere, ach so geschätzte Bundeskanzlerin ins Land geholt . Daran muß man immer denken. Denn der Islam gehört nicht zu Deutschland . Also ab , in die Länder wo sie hin gehören. Und das ist nicht Europa!!!!",1.0,True
"weil diese leute, die in ecken und auf dem donnerbalken scheißen, einfach scheisse sind",1.0,True
"Maas: """"Die kommenden Wochen werden über die Zukunft Europas entscheiden."""" - genau: Islamisierung oder Grenze dicht! #refugeesnotwelcome",0.5,True
